week,pen_id,cow_id,conflict_risk,isolation_risk,betweenness_norm,degree_change_norm,community_disruption_norm,frequency_deviation_norm,degree_deficit_norm,centrality_decline_norm,closeness_deficit_norm
1,2,0,0.418673071834616,0.8621973297668435,0.3161701586259184,0.3879150118873059,0.5,0.8860923954983028,0.9370266439430035,0.6838298413740818,0.9808759632491112
1,2,1,0.5559865872261726,0.5304606345203257,0.6407386258663351,0.5083046115504172,0.5,0.33541121405400764,0.5,0.6838298413740818,0.5
1,1,2,0.7468910516469244,0.5306676393798377,0.8581489350995123,0.40184727389873287,0.9196120186838647,0.7941296281990528,0.5,0.5,0.4327409757498996
1,2,3,0.7510488625793983,0.36340191319112986,0.9811751176427628,0.5418452150320674,0.5,0.5,0.33737816282991745,0.35926137413366516,0.31270571980279593
1,-1,4,0.6238759317097647,0.49999999999999994,0.5,0.9955037268390589,0.5,0.5,0.5,0.5,0.5
1,2,5,0.5615751784905287,0.48973130203842713,0.6407386258663351,0.5306589766078418,0.5,0.33541121405400764,0.5,0.5480653997677535,0.5
1,2,6,0.4019223679880292,0.63947275431783,0.3161701586259184,0.4753491547002801,0.5,0.5,0.6626218371700825,0.6838298413740818,0.6370307944803832
1,1,7,0.46488108810895024,0.5996621930023017,0.5,0.35952435243580083,0.5,0.5,0.6626218371700825,0.5,0.7137227499638644
1,3,8,0.5051289061543052,0.9578800487890256,0.5,0.4226439420150187,0.5,0.7446792065055049,0.9955037268390589,0.9955037268390589,0.9955037268390589
1,3,9,0.5112739985371076,0.48790247606129344,0.5,0.5773560579849812,0.5,0.4193498404086232,0.5,0.5,0.5
1,3,10,0.5112739985371076,0.48790247606129344,0.5,0.5773560579849812,0.5,0.4193498404086232,0.5,0.5,0.5
1,2,11,0.7510488625793983,0.36340191319112986,0.9811751176427628,0.5418452150320674,0.5,0.5,0.33737816282991745,0.35926137413366516,0.31270571980279593
1,1,12,0.46488108810895024,0.5808078142574267,0.5,0.35952435243580083,0.5,0.5,0.6626218371700825,0.5,0.6194508562394895
1,1,13,0.46488108810895024,0.5808078142574267,0.5,0.35952435243580083,0.5,0.5,0.6626218371700825,0.5,0.6194508562394895
1,1,14,0.6519395953941148,0.5441194442298578,0.7941296281990528,0.40184727389873287,0.5,0.7941296281990528,0.5,0.5,0.5
1,2,15,0.418673071834616,0.8621973297668435,0.3161701586259184,0.3879150118873059,0.5,0.8860923954983028,0.9370266439430035,0.6838298413740818,0.9808759632491112
1,1,16,0.7148813981966946,0.5441194442298578,0.7941296281990528,0.40184727389873287,0.9196120186838647,0.7941296281990528,0.5,0.5,0.5
1,-1,17,0.6238759317097647,0.49999999999999994,0.5,0.9955037268390589,0.5,0.5,0.5,0.5,0.5
1,2,18,0.4060089264253549,0.63947275431783,0.3161701586259184,0.4916953884495828,0.5,0.5,0.6626218371700825,0.6838298413740818,0.6370307944803832
1,1,19,0.46488108810895024,0.5996621930023017,0.5,0.35952435243580083,0.5,0.5,0.6626218371700825,0.5,0.7137227499638644
2,2,0,0.3803573350655145,0.8621973297668435,0.3161701586259184,0.23465206481089998,0.5,0.8860923954983028,0.9370266439430035,0.6838298413740818,0.9808759632491112
2,2,1,0.5643717380965851,0.5304606345203257,0.6407386258663351,0.5418452150320674,0.5,0.33541121405400764,0.5,0.6838298413740818,0.5
2,1,2,0.7959674146975579,0.5306676393798377,0.8581489350995123,0.5981527261012671,0.9196120186838647,0.7941296281990528,0.5,0.5,0.4327409757498996
2,2,3,0.7510488625793983,0.36340191319112986,0.9811751176427628,0.5418452150320674,0.5,0.5,0.33737816282991745,0.35926137413366516,0.31270571980279593
2,-1,4,0.5,0.49999999999999994,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,2,5,0.5643717380965851,0.46089206217777506,0.6407386258663351,0.5418452150320674,0.5,0.33541121405400764,0.5,0.4519346002322465,0.5
2,2,6,0.418546383070976,0.63947275431783,0.3161701586259184,0.5418452150320674,0.5,0.5,0.6626218371700825,0.6838298413740818,0.6370307944803832
2,1,7,0.5245381815253168,0.5996621930023017,0.5,0.5981527261012671,0.5,0.5,0.6626218371700825,0.5,0.7137227499638644
2,3,8,0.46484851637353497,0.9578800487890256,0.5,0.26152238289193797,0.5,0.7446792065055049,0.9955037268390589,0.9955037268390589,0.9955037268390589
2,3,9,0.5112739985371076,0.48790247606129344,0.5,0.5773560579849812,0.5,0.4193498404086232,0.5,0.5,0.5
2,3,10,0.5112739985371076,0.48790247606129344,0.5,0.5773560579849812,0.5,0.4193498404086232,0.5,0.5,0.5
2,2,11,0.7510488625793983,0.36340191319112986,0.9811751176427628,0.5418452150320674,0.5,0.5,0.33737816282991745,0.35926137413366516,0.31270571980279593
2,1,12,0.5245381815253168,0.5808078142574267,0.5,0.5981527261012671,0.5,0.5,0.6626218371700825,0.5,0.6194508562394895
2,1,13,0.5245381815253168,0.5808078142574267,0.5,0.5981527261012671,0.5,0.5,0.6626218371700825,0.5,0.6194508562394895
2,1,14,0.7010159584447484,0.5441194442298578,0.7941296281990528,0.5981527261012671,0.5,0.7941296281990528,0.5,0.5,0.5
2,2,15,0.3803573350655145,0.8621973297668435,0.3161701586259184,0.23465206481089998,0.5,0.8860923954983028,0.9370266439430035,0.6838298413740818,0.9808759632491112
2,1,16,0.7639577612473282,0.5441194442298578,0.7941296281990528,0.5981527261012671,0.9196120186838647,0.7941296281990528,0.5,0.5,0.5
2,-1,17,0.5,0.49999999999999994,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2,2,18,0.418546383070976,0.63947275431783,0.3161701586259184,0.5418452150320674,0.5,0.5,0.6626218371700825,0.6838298413740818,0.6370307944803832
2,1,19,0.5245381815253168,0.5996621930023017,0.5,0.5981527261012671,0.5,0.5,0.6626218371700825,0.5,0.7137227499638644
3,2,0,0.3803573350655145,0.8621973297668435,0.3161701586259184,0.23465206481089998,0.5,0.8860923954983028,0.9370266439430035,0.6838298413740818,0.9808759632491112
3,2,1,0.5643717380965851,0.4925917681156135,0.6407386258663351,0.5418452150320674,0.5,0.33541121405400764,0.5,0.5576002866917078,0.5
3,1,2,0.7959674146975579,0.5306676393798377,0.8581489350995123,0.5981527261012671,0.9196120186838647,0.7941296281990528,0.5,0.5,0.4327409757498996
3,2,3,0.7510488625793983,0.36340191319112986,0.9811751176427628,0.5418452150320674,0.5,0.5,0.33737816282991745,0.35926137413366516,0.31270571980279593
3,-1,4,0.5,0.49999999999999994,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3,2,5,0.5643717380965851,0.4495343146538701,0.6407386258663351,0.5418452150320674,0.5,0.33541121405400764,0.5,0.41407544181922984,0.5
3,2,6,0.418546383070976,0.63947275431783,0.3161701586259184,0.5418452150320674,0.5,0.5,0.6626218371700825,0.6838298413740818,0.6370307944803832
3,1,7,0.5245381815253168,0.5996621930023017,0.5,0.5981527261012671,0.5,0.5,0.6626218371700825,0.5,0.7137227499638644
3,3,8,0.46484851637353497,0.9578800487890256,0.5,0.26152238289193797,0.5,0.7446792065055049,0.9955037268390589,0.9955037268390589,0.9955037268390589
3,3,9,0.5112739985371076,0.48790247606129344,0.5,0.5773560579849812,0.5,0.4193498404086232,0.5,0.5,0.5
3,3,10,0.5112739985371076,0.48790247606129344,0.5,0.5773560579849812,0.5,0.4193498404086232,0.5,0.5,0.5
3,2,11,0.7510488625793983,0.36340191319112986,0.9811751176427628,0.5418452150320674,0.5,0.5,0.33737816282991745,0.35926137413366516,0.31270571980279593
3,1,12,0.5245381815253168,0.5808078142574267,0.5,0.5981527261012671,0.5,0.5,0.6626218371700825,0.5,0.6194508562394895
3,1,13,0.5245381815253168,0.5808078142574267,0.5,0.5981527261012671,0.5,0.5,0.6626218371700825,0.5,0.6194508562394895
3,1,14,0.7010159584447484,0.5441194442298578,0.7941296281990528,0.5981527261012671,0.5,0.7941296281990528,0.5,0.5,0.5
3,2,15,0.3803573350655145,0.8621973297668435,0.3161701586259184,0.23465206481089998,0.5,0.8860923954983028,0.9370266439430035,0.6838298413740818,0.9808759632491112
3,1,16,0.7639577612473282,0.5441194442298578,0.7941296281990528,0.5981527261012671,0.9196120186838647,0.7941296281990528,0.5,0.5,0.5
3,-1,17,0.5,0.49999999999999994,0.5,0.5,0.5,0.5,0.5,0.5,0.5
3,2,18,0.418546383070976,0.6184313270838165,0.3161701586259184,0.5418452150320674,0.5,0.5,0.6626218371700825,0.613691750594037,0.6370307944803832
3,1,19,0.5245381815253168,0.5996621930023017,0.5,0.5981527261012671,0.5,0.5,0.6626218371700825,0.5,0.7137227499638644
